index,Name,published,type,downloads,onlineTime,steamRate,steamComments,24h Peak,All-Time Peak,Watch time,Stream time,Peak viewers,Peak channels,Streamers,Average viewers,Average channels,Average viewer ratio,Followers gained,Views gained,VPR
389,The Witcher 2: Assassins of Kings Enhanced Edition,2012/4/16,Rpg,1512000,00:49 (00:16),89%,"51,316","1,590","12,884",0,0,0,0,0,0,0,0.0,0,0,0.0
390,Victoria II,2010/8/30,Strategy,738000,15:15 (05:05),90%,"7,829","1,587","2,191",0,0,0,0,0,0,0,0.0,0,0,0.0
392,PGA TOUR 2K21,2020/8/20,Sports,72000,04:03 (02:41),80%,"1,291","1,560","5,473",702240,118500,1295,67,518,162,27,5.93,294,8972,4.54278481
393,FTL: Faster Than Light,2012/9/14,Strategy,2979000,00:31 (00:10),95%,"43,400","1,557","19,301",428160,23940,303,14,102,99,5,17.88,68,3938,9.869674185
394,Gears 5,2019/9/5,Action,326000,00:27 (00:09),64%,"9,871","1,542","10,196",4112400,510120,2569,247,1767,951,118,8.06,2972,87754,10.32157139
395,Fallout Shelter,2017/3/29,Rpg,6396000,08:32 (02:50),87%,"37,888","1,542","42,656",0,0,0,0,0,0,0,0.0,0,0,0.0
396,A Dance of Fire and Ice,2019/1/24,Others,284000,00:00 (00:00),94%,"8,860","1,538","3,553",0,0,0,0,0,0,0,0.0,0,0,0.0
397,Titan Quest Anniversary Edition,2016/8/31,Rpg,2530000,11:12 (07:28),91%,"14,996","1,527","11,043",0,0,0,0,0,0,0,0.0,0,0,0.0
398,Throne Rushers,2016/8/10,Action,60000,00:00 (00:00),40%,10,"1,523","2,777",0,0,0,0,0,0,0,0.0,0,0,0.0
399,Out of the Park Baseball 21,2020/3/20,Strategy,39000,00:00 (00:00),91%,"1,033","1,523","2,047",0,0,0,0,0,0,0,0.0,0,0,0.0
400,Sleeping Dogs: Definitive Edition,2014/10/8,Action,1973000,05:13 (01:44),91%,"28,228","1,518","4,035",0,0,0,0,0,0,0,0.0,0,0,0.0
401,Blood Bowl 2,2015/9/22,Strategy,724000,00:00 (00:00),76%,"4,680","1,513","6,511",900060,51720,685,38,276,208,11,17.4,198,13133,15.23549884
402,Project CARS 2,2017/9/21,Others,938000,00:08 (00:02),78%,"8,291","1,511","6,775",441960,28380,4134,25,149,102,6,15.57,-1,51877,109.6765328
403,Metin2,2006/12/17,Rpg,1794000,01:48 (00:36),67%,"11,155","1,509","8,285",3679980,150000,2306,72,426,851,34,24.53,4265,148893,59.5572
404,Beasts of Bermuda,2018/12/21,Simulation,172000,00:00 (00:00),76%,"1,896","1,506","2,580",0,0,0,0,0,0,0,0.0,0,0,0.0
405,Banished,2014/2/18,Strategy,1949000,00:00 (00:00),89%,"29,270","1,504","24,636",0,0,0,0,0,0,0,0.0,0,0,0.0
406,Total War: WARHAMMER,2016/5/24,Strategy,2144000,00:00 (00:00),77%,"27,293","1,500","113,019",0,0,0,0,0,0,0,0.0,0,0,0.0
409,Dawn of Man,2019/3/1,Strategy,543000,00:00 (00:00),86%,"9,873","1,488","23,864",0,0,0,0,0,0,0,0.0,0,0,0.0
411,Enter the Gungeon,2016/4/5,Action,2655000,05:43 (07:51),96%,"46,939","1,470","15,792",434580,89640,388,40,497,100,20,4.85,167,3520,2.356091031
412,The Bizarre Creations of Keith the Magnificent,2015/1/20,Adventure,39000,00:00 (00:00),50%,10,"1,463","5,143",0,0,0,0,0,0,0,0.0,0,0,0.0
413,For The King,2018/4/19,Rpg,774000,02:48 (01:51),87%,"11,015","1,440","9,625",0,0,0,0,0,0,0,0.0,0,0,0.0
415,古剑奇谭三(Gujian3),2018/12/14,Rpg,818000,15:46 (10:30),85%,"22,656","1,423","10,183",0,0,0,0,0,0,0,0.0,0,0,0.0
416,DRAGON BALL XENOVERSE 2,2016/10/27,Action,599000,03:17 (02:10),84%,"15,788","1,412","19,416",0,0,0,0,0,0,0,0.0,0,0,0.0
417,Age of Wonders: Planetfall,2019/8/6,Strategy,285000,00:00 (00:00),79%,"2,681","1,409","10,462",0,0,0,0,0,0,0,0.0,0,0,0.0
418,Neon Abyss,2020/7/14,Rpg,580000,04:15 (03:07),81%,"4,853","1,406","5,141",0,0,0,0,0,0,0,0.0,0,0,0.0
419,Marvel's Avengers,2020/9/4,Rpg,238000,01:59 (03:36),65%,"9,697","1,405","31,165",770760,221820,478,92,665,178,51,3.47,273,5279,1.427914525
420,Wolfenstein II: The New Colossus,2017/10/26,Action,1829000,00:00 (00:00),75%,"14,719","1,405","16,141",0,0,0,0,0,0,0,0.0,0,0,0.0
422,Pro Cycling Manager 2020,2020/6/4,Strategy,36000,00:00 (00:00),81%,246,"1,399","2,884",0,0,0,0,0,0,0,0.0,0,0,0.0
423,Cuphead,2017/9/29,Action,2060000,00:55 (00:30),96%,"55,012","1,398","19,026",13317840,204720,64046,84,1236,3082,47,65.05,8506,205038,60.09320047
424,Golf With Your Friends,2020/5/19,Sports,1759000,01:03 (01:23),89%,"22,496","1,396","4,436",25202460,117420,86370,55,855,5833,27,214.64,36510,618277,315.9310169
426,Tropico 6,2019/3/29,Strategy,726000,00:00 (00:00),86%,"10,090","1,387","15,294",0,0,0,0,0,0,0,0.0,0,0,0.0
427,Football Manager 2020 Touch,2019/11/18,Sports,92000,13:16 (04:25),84%,613,"1,378","4,641",0,0,0,0,0,0,0,0.0,0,0,0.0
429,Cossacks 3,2016/9/20,Strategy,1169000,00:00 (00:00),77%,"6,112","1,374","5,797",0,0,0,0,0,0,0,0.0,0,0,0.0
431,Half-Life,1998/11/8,Action,9550000,03:14 (04:06),96%,"39,167","1,363","6,022",564360,68040,549,38,341,130,15,8.29,392,11586,10.21693122
432,Project Winter,2019/5/23,Strategy,502000,00:00 (00:00),85%,"7,994","1,360","38,794",4331580,61740,16194,34,268,1002,14,70.16,1130,78509,76.29640428
433,Golf It!,2017/2/17,Sports,903000,01:10 (01:09),87%,"8,276","1,352","2,438",400800,33660,909,28,316,92,7,11.91,169,5658,10.0855615
434,The Lord of the Rings Online,2012/6/6,Massive,3051000,00:00 (00:00),80%,"11,663","1,348","3,965",0,0,0,0,0,0,0,0.0,0,0,0.0
436,Star Drifter,2016/6/1,Action,291000,00:00 (00:00),40%,83,"1,347","2,932",0,0,0,0,0,0,0,0.0,0,0,0.0
437,Monster Train,2020/5/21,Strategy,270000,06:08 (04:05),96%,"8,612","1,339","14,073",0,0,0,0,0,0,0,0.0,0,0,0.0
438,Pixel Space,2015/7/27,Rpg,63000,00:00 (00:00),72%,18,"1,339","7,839",0,0,0,0,0,0,0,0.0,0,0,0.0
439,Remnant: From the Ashes,2019/8/19,Rpg,1793000,01:58 (01:45),84%,"27,876","1,332","48,289",518520,139080,326,63,537,120,32,3.73,163,5364,2.314063848
440,Far Cry 4,2014/11/18,Action,1432000,00:00 (00:00),80%,"27,567","1,329","16,963",0,0,0,0,0,0,0,0.0,0,0,0.0
441,Action Taimanin,2020/10/5,Rpg,154000,00:00 (00:00),80%,"2,363","1,318","1,695",0,0,0,0,0,0,0,0.0,0,0,0.0
442,RaceRoom Racing Experience,2013/2/12,Sports,4443000,02:18 (00:46),67%,"12,655","1,314","2,630",0,0,0,0,0,0,0,0.0,0,0,0.0
443,Naval Action,2019/6/13,Strategy,132000,00:00 (00:00),63%,"6,156","1,310","5,222",0,0,0,0,0,0,0,0.0,0,0,0.0
445,Rocksmith 2014 Edition - Remastered,2016/10/4,Simulation,613000,05:25 (03:36),91%,"7,922","1,307","4,063",0,0,0,0,0,0,0,0.0,0,0,0.0
446,Metro 2033 Redux,2014/8/25,Action,2768000,02:00 (01:08),85%,"41,324","1,305","5,139",0,0,0,0,0,0,0,0.0,0,0,0.0
447,GTFO,2019/12/9,Action,392000,01:35 (00:31),87%,"13,522","1,301","5,247",636720,87120,877,46,417,147,20,7.31,296,11632,8.011019284
448,Deadside,2020/4/14,Action,698000,07:18 (02:26),79%,"12,039","1,298","9,581",1119000,67020,2407,35,212,259,15,16.7,274,20201,18.08504924
449,Dishonored,2012/10/8,Action,1861000,01:19 (00:26),97%,"40,268","1,295","19,938",0,0,0,0,0,0,0,0.0,0,0,0.0
450,DCS World Steam Edition,2018/3/18,Simulation,2697000,02:01 (00:40),81%,"13,066","1,279","2,931",0,0,0,0,0,0,0,0.0,0,0,0.0
451,Spore,2008/12/19,Rpg,1768000,04:30 (01:44),90%,"25,745","1,275","5,630",446100,18840,889,12,112,103,4,23.68,76,3382,10.77070064
452,Assassin's Creed Syndicate,2015/11/18,Action,1033000,03:03 (02:02),77%,"14,481","1,262","4,729",0,0,0,0,0,0,0,0.0,0,0,0.0
453,Assassin's Creed Unity,2014/11/11,Action,1278000,01:16 (00:58),68%,"26,795","1,262","12,180",0,0,0,0,0,0,0,0.0,0,0,0.0
454,Middle-earth: Shadow of Mordor,2014/9/30,Others,4353000,01:39 (01:05),91%,"39,865","1,259","48,668",0,0,0,0,0,0,0,0.0,0,0,0.0
456,War Robots,2018/4/5,Action,893000,00:00 (00:00),56%,"5,335","1,255","1,449",0,0,0,0,0,0,0,0.0,0,0,0.0
457,Avorion,2020/3/9,Action,267000,00:37 (00:12),90%,"6,578","1,251","4,533",0,0,0,0,0,0,0,0.0,0,0,0.0
459,Workers & Resources: Soviet Republic,2019/3/15,Strategy,265000,00:00 (00:00),89%,"6,030","1,234","3,891",0,0,0,0,0,0,0,0.0,0,0,0.0
460,Governor of Poker 3,2016/2/19,Simulation,757000,00:00 (00:00),71%,"5,829","1,232","1,643",0,0,0,0,0,0,0,0.0,0,0,0.0
462,Craftopia,2020/9/4,Rpg,249000,00:00 (00:00),84%,"7,336","1,225","27,246",0,0,0,0,0,0,0,0.0,0,0,0.0
463,Realm Royale,2018/6/5,Action,5743000,16:27 (16:20),73%,"43,637","1,220","105,440",690600,128100,617,52,519,159,29,5.39,726,9190,4.3044496489999995
464,Deceit,2017/3/3,Action,5813000,02:32 (03:25),82%,"62,953","1,216","16,923",0,0,0,0,0,0,0,0.0,0,0,0.0
465,Deus Ex: Mankind Divided,2016/8/23,Others,1638000,00:32 (00:10),72%,"21,247","1,207","52,485",0,0,0,0,0,0,0,0.0,0,0,0.0
466,UBOAT,2019/4/30,Strategy,292000,00:00 (00:00),76%,"7,524","1,205","5,755",0,0,0,0,0,0,0,0.0,0,0,0.0
467,rFactor 2,2013/3/28,Sports,275000,78:00 (39:00),86%,"2,536","1,203","1,652",0,0,0,0,0,0,0,0.0,0,0,0.0
468,Realm Grinder,2017/6/15,Rpg,802000,08:17 (02:45),86%,"4,547","1,202","6,265",0,0,0,0,0,0,0,0.0,0,0,0.0
469,"Warhammer 40,000: Dawn of War - Soulstorm",2008/3/5,Strategy,1393000,00:00 (00:00),95%,"6,631","1,191","3,283",0,0,0,0,0,0,0,0.0,0,0,0.0
470,Library Of Ruina,2020/5/15,Rpg,83000,00:00 (00:00),89%,"3,345","1,190","4,738",0,0,0,0,0,0,0,0.0,0,0,0.0
471,Bloodstained: Ritual of the Night,2019/6/18,Rpg,804000,00:27 (00:18),95%,"17,594","1,185","26,934",0,0,0,0,0,0,0,0.0,0,0,0.0
472,ACE COMBAT 7: SKIES UNKNOWN,2019/1/31,Simulation,635000,00:02 (00:00),84%,"12,073","1,173","13,758",0,0,0,0,0,0,0,0.0,0,0,0.0
473,Holdfast: Nations At War,2020/3/5,Strategy,312000,00:53 (00:47),88%,"9,948","1,172","2,833",0,0,0,0,0,0,0,0.0,0,0,0.0
474,Idle Wizard,2019/1/25,Others,124000,00:00 (00:00),86%,753,"1,171","1,544",0,0,0,0,0,0,0,0.0,0,0,0.0
475,Neverwinter Nights: Enhanced Edition,2018/3/27,Rpg,411000,00:00 (00:00),85%,"3,230","1,167","2,410",0,0,0,0,0,0,0,0.0,0,0,0.0
476,XCOM: Enemy Unknown,2012/10/8,Strategy,1232000,01:44 (00:34),94%,"29,872","1,167","70,568",0,0,0,0,0,0,0,0.0,0,0,0.0
477,Wolfenstein: The New Order,2014/5/19,Action,2000000,00:00 (00:00),89%,"26,414","1,167","11,986",0,0,0,0,0,0,0,0.0,0,0,0.0
478,Temtem,2020/1/21,Rpg,580000,00:00 (00:00),87%,"21,309","1,166","39,572",564300,37620,1177,20,152,130,8,15.0,150,5624,8.96969697
479,Wargame: Red Dragon,2014/4/17,Strategy,686000,00:56 (00:18),88%,"9,832","1,162","4,779",0,0,0,0,0,0,0,0.0,0,0,0.0
480,Ori and the Blind Forest: Definitive Edition,2016/4/27,Action,1453000,00:00 (00:00),96%,"32,474","1,154","9,079",0,0,0,0,0,0,0,0.0,0,0,0.0
482,Super Cuber,2017/2/27,Others,40000,00:00 (00:00),81%,22,"1,152","3,093",0,0,0,0,0,0,0,0.0,0,0,0.0
483,Far Cry 3,2012/12/4,Adventure,3558000,02:23 (01:29),89%,"57,942","1,152","23,065",0,0,0,0,0,0,0,0.0,0,0,0.0
485,Dragon Age: Origins - Ultimate Edition,2010/10/26,Rpg,1211000,00:00 (00:00),91%,"11,497","1,146","8,364",0,0,0,0,0,0,0,0.0,0,0,0.0
486,Town of Salem,2014/12/15,Rpg,1136000,06:42 (04:55),89%,"24,237","1,144","3,787",519780,21720,2305,13,133,120,5,23.93,104,9600,26.51933702
487,Pillars of Eternity,2015/3/26,Rpg,1371000,03:34 (02:21),86%,"10,777","1,141","41,906",0,0,0,0,0,0,0,0.0,0,0,0.0
489,Digimon Masters Online,2016/11/3,Rpg,1406000,00:00 (00:00),68%,"6,401","1,138","3,830",0,0,0,0,0,0,0,0.0,0,0,0.0
490,Hero Siege,2014/1/29,Rpg,1500000,00:28 (00:09),78%,"18,062","1,136","3,463",0,0,0,0,0,0,0,0.0,0,0,0.0
491,Agapan,2015/5/30,Rpg,18439,00:00 (00:2439),,,"1,135","3,251",0,0,0,0,0,0,0,0.0,0,0,0.0
493,Duck Game,2015/6/4,Action,1423000,02:03 (00:41),96%,"16,492","1,133","5,047",493980,16980,5969,17,157,114,3,29.09,746,11952,42.23321555
494,Barotrauma,2019/6/5,Strategy,231000,00:00 (00:00),89%,"5,617","1,126","2,749",0,0,0,0,0,0,0,0.0,0,0,0.0
495,StarFence: Heroic Edition,2015/4/20,Action,20000,00:00 (00:00),52%,19,"1,123","5,704",0,0,0,0,0,0,0,0.0,0,0,0.0
496,Celeste,2018/1/25,Action,707000,01:29 (00:29),97%,"23,401","1,123","2,252",2196900,162900,3431,70,776,508,37,13.49,855,25826,9.512338858
497,Happy Singh Adventures,2017/7/31,Action,16090,00:00 (00:90),,,"1,120","3,277",0,0,0,0,0,0,0,0.0,0,0,0.0
498,Portal,2007/10/10,Action,8227000,00:00 (00:00),98%,"61,728","1,120","20,672",393540,39540,1882,22,268,91,9,9.95,243,8629,13.09408194
499,NieR:Automata,2017/3/17,Others,1313000,08:21 (07:36),86%,"51,041","1,115","23,908",0,0,0,0,0,0,0,0.0,0,0,0.0
500,Game of Thrones Winter is Coming,2019/11/14,Rpg,224000,00:00 (00:00),58%,"1,009","1,115","1,431",0,0,0,0,0,0,0,0.0,0,0,0.0
501,Insurgency,2014/1/22,Strategy,4026000,02:41 (03:30),91%,"82,469","1,114","121,575",0,0,0,0,0,0,0,0.0,0,0,0.0
502,Bibou,2016/4/29,Action,201000,00:00 (00:00),34%,32,"1,112","3,291",0,0,0,0,0,0,0,0.0,0,0,0.0
503,Super Happy Singh,2016/10/6,Action,42000,00:00 (00:00),,,"1,109","2,981",0,0,0,0,0,0,0,0.0,0,0,0.0
504,Half-Life: Alyx,2020/3/23,Action,1724000,00:46 (00:15),98%,"33,537","1,107","42,858",0,0,0,0,0,0,0,0.0,0,0,0.0
505,Ironsight,2019/6/20,Action,898000,00:00 (00:00),68%,"4,798","1,104","4,669",0,0,0,0,0,0,0,0.0,0,0,0.0
506,GreedFall,2019/9/9,Rpg,457000,00:00 (00:00),79%,"9,124","1,097","16,345",0,0,0,0,0,0,0,0.0,0,0,0.0
507,Mad Max,2015/9/1,Action,2446000,01:32 (01:14),90%,"32,097","1,095","33,356",0,0,0,0,0,0,0,0.0,0,0,0.0
508,KARDS - The WWII Card Game,2020/4/15,Strategy,847000,00:00 (00:00),85%,"13,319","1,090","2,779",0,0,0,0,0,0,0,0.0,0,0,0.0
509,BattleStorm,2016/3/24,Action,42000,00:00 (00:00),85%,21,"1,087","3,249",0,0,0,0,0,0,0,0.0,0,0,0.0
510,Danganronpa 2: Goodbye Despair,2016/4/18,Adventure,436000,00:01 (00:00),96%,"10,311","1,085","1,727",403680,43920,315,25,138,93,10,9.19,301,3691,5.0423497269999995
511,Outlast,2013/9/4,Action,4226000,01:12 (00:48),96%,"38,787","1,079","11,827",1367940,197460,5647,95,1451,316,45,6.93,2092,21562,6.551807961000001
512,Grimm,2014/1/6,Others,1458000,00:00 (00:00),88%,228,"1,072","30,886",0,0,0,0,0,0,0,0.0,0,0,0.0
514,UNO,2016/12/8,Others,1397000,00:29 (00:41),72%,"19,042","1,057","5,639",793620,63840,2779,44,711,183,14,12.43,537,13492,12.68045113
516,"Warhammer 40,000: Gladius - Relics of War",2018/7/12,Strategy,148000,00:00 (00:00),79%,"2,562","1,056","3,451",0,0,0,0,0,0,0,0.0,0,0,0.0
517,RPG Maker MV,2015/10/23,Others,288000,00:02 (00:00),91%,"3,679","1,054","2,486",0,0,0,0,0,0,0,0.0,0,0,0.0
518,Grounded,2020/7/28,Action,416000,00:00 (00:00),87%,"9,900","1,047","16,878",1724160,114120,7462,51,528,399,26,15.11,284,27253,14.32860147
519,Spikit,2016/8/9,Others,54000,00:00 (00:00),86%,168,"1,046","2,771",0,0,0,0,0,0,0,0.0,0,0,0.0
520,Totally Accurate Battlegrounds,2018/6/5,Action,1326000,00:25 (00:15),81%,"6,856","1,043","29,438",559500,21420,2933,14,136,129,4,26.12,190,4882,13.67507003
522,Call of Duty: World at War,2008/11/18,Action,2560000,00:27 (00:19),93%,"26,487","1,040","4,825",0,0,0,0,0,0,0,0.0,0,0,0.0
524,Forager,2019/4/18,Action,552000,10:21 (03:27),93%,"15,712","1,032","13,438",0,0,0,0,0,0,0,0.0,0,0,0.0
525,F1 2018,2018/8/23,Sports,336000,12:35 (08:23),86%,"3,892","1,029","9,809",0,0,0,0,0,0,0,0.0,0,0,0.0
526,JUMP FORCE,2019/2/14,Action,295000,02:48 (00:56),67%,"6,214","1,029","9,885",0,0,0,0,0,0,0,0.0,0,0,0.0
527,ShareX,2007/10/15,Others,559000,111:53 (37:17),95%,"3,028","1,029","1,085",0,0,0,0,0,0,0,0.0,0,0,0.0
529,Minion Masters,2019/5/24,Rpg,4504000,01:49 (01:12),92%,"50,883","1,027","10,329",683880,49020,376,23,144,158,11,13.95,134,7097,8.686658507
530,Metro: Last Light Redux,2014/8/25,Action,2687000,00:30 (00:20),85%,"33,509","1,027","2,819",0,0,0,0,0,0,0,0.0,0,0,0.0
531,Prey,2017/5/4,Action,1495000,00:49 (00:28),89%,"20,157","1,025","24,594",0,0,0,0,0,0,0,0.0,0,0,0.0
533,Dragon's Dogma: Dark Arisen,2016/1/15,Rpg,1141000,00:19 (00:06),89%,"15,921","1,021","27,368",0,0,0,0,0,0,0,0.0,0,0,0.0
534,Motorsport Manager,2016/11/9,Strategy,505000,15:08 (05:02),91%,"6,579","1,014","6,251",2724660,2820,10231,2,12,630,0,966.19,191,19073,405.80851060000003
536,Post Scriptum,2018/8/9,Strategy,361000,00:00 (00:00),79%,"9,656","1,010","7,753",0,0,0,0,0,0,0,0.0,0,0,0.0
537,Idling to Rule the Gods,2016/5/27,Strategy,192000,00:00 (00:00),89%,873,"1,010","2,783",0,0,0,0,0,0,0,0.0,0,0,0.0
538,My Summer Car,2016/10/24,Simulation,741000,08:04 (05:03),92%,"24,854","1,009","5,509",2051580,24000,6227,13,91,474,5,85.48,196,33458,83.645
540,H.E.,2018/8/21,Adventure,50000,00:00 (00:00),,,"1,003","3,288",0,0,0,0,0,0,0,0.0,0,0,0.0
541,Pavlov VR,2017/2/27,Action,1384000,06:28 (08:35),94%,"15,177",990,"1,971",0,0,0,0,0,0,0,0.0,0,0,0.0
542,Total War Saga: Thrones of Britannia,2018/5/2,Strategy,464000,00:00 (00:00),65%,"7,847",990,"22,797",0,0,0,0,0,0,0,0.0,0,0,0.0
544,GOD EATER 3,2019/2/7,Action,158000,00:00 (00:00),82%,"3,560",987,"9,549",0,0,0,0,0,0,0,0.0,0,0,0.0
545,Steel Division 2,2019/6/20,Strategy,222000,01:56 (01:55),77%,"3,000",986,"2,260",0,0,0,0,0,0,0,0.0,0,0,0.0
547,SOULCALIBUR VI,2018/10/18,Action,231000,00:00 (00:00),80%,"4,726",985,"14,684",4149300,42540,14536,23,226,960,9,97.54,711,358923,506.23836389999997
548,Cubic complex,2017/3/13,Adventure,21000,00:00 (00:00),,,984,"6,078",0,0,0,0,0,0,0,0.0,0,0,0.0
549,Rise of Nations: Extended Edition,2014/6/12,Strategy,1149000,00:00 (00:00),93%,"7,159",983,"2,734",0,0,0,0,0,0,0,0.0,0,0,0.0
551,Brick Rigs,2016/11/7,Simulation,412000,00:06 (00:03),92%,"12,277",980,"1,592",0,0,0,0,0,0,0,0.0,0,0,0.0
552,Hurtworld,2019/12/10,Action,749000,03:49 (02:32),75%,"21,406",980,"13,333",0,0,0,0,0,0,0,0.0,0,0,0.0
553,KurtzPel,2019/4/30,Action,4988000,00:00 (00:00),62%,"30,143",974,"11,937",0,0,0,0,0,0,0,0.0,0,0,0.0
555,Saints Row: The Third,2011/11/14,Action,4637000,02:48 (03:56),95%,"38,475",972,"34,371",0,0,0,0,0,0,0,0.0,0,0,0.0
556,Slasher's Keep,2018/2/9,Rpg,23224,00:00 (00:7224),90%,201,971,"1,269",4021980,55800,8847,29,231,931,12,72.08,294,47963,51.57311828
557,Stream Avatars,2017/7/26,Others,44000,00:00 (00:00),95%,390,969,"1,029",704400,1800,2317,3,14,163,0,391.33,99,10449,348.3
558,TERA,2015/5/5,Rpg,4460000,01:01 (00:20),79%,"16,586",964,"5,068",443100,71880,231,30,225,102,16,6.16,166,9196,7.676126878
559,Pillars of Eternity II: Deadfire,2018/5/8,Rpg,700000,04:45 (03:10),85%,"7,422",962,"22,724",0,0,0,0,0,0,0,0.0,0,0,0.0
560,Foxhole,2017/7/27,Rpg,646000,00:00 (00:00),80%,"10,760",960,"4,839",0,0,0,0,0,0,0,0.0,0,0,0.0
563,ShellShock Live,2020/5/22,Strategy,943000,09:26 (03:08),92%,"18,217",944,"7,455",0,0,0,0,0,0,0,0.0,0,0,0.0
564,Left 4 Dead,2008/11/17,Action,6418000,00:00 (00:00),95%,"22,380",943,"30,616",0,0,0,0,0,0,0,0.0,0,0,0.0
565,SpellForce 3,2017/12/7,Rpg,458000,00:00 (00:00),73%,"3,210",942,"8,932",0,0,0,0,0,0,0,0.0,0,0,0.0
566,Disco Elysium,2019/10/15,Rpg,728000,00:54 (00:23),94%,"22,519",942,"8,081",0,0,0,0,0,0,0,0.0,0,0,0.0
567,ROMANCE OF THE THREE KINGDOMS XIII,2016/1/27,Simulation,261000,00:00 (00:00),50%,"4,387",941,"11,909",0,0,0,0,0,0,0,0.0,0,0,0.0
568,Generation Zero,2019/3/26,Adventure,472000,00:00 (00:00),68%,"8,816",931,"11,416",0,0,0,0,0,0,0,0.0,0,0,0.0
569,Color Chemistry,2016/2/25,Strategy,21000,00:00 (00:00),33%,12,929,"3,273",0,0,0,0,0,0,0,0.0,0,0,0.0
570,The Evil Within 2,2017/10/12,Action,459000,00:18 (00:06),91%,"9,099",926,"9,918",0,0,0,0,0,0,0,0.0,0,0,0.0
573,Mindustry,2019/9/26,Strategy,326000,00:28 (00:14),97%,"5,338",920,"2,691",0,0,0,0,0,0,0,0.0,0,0,0.0
574,Repulsanoid,2016/11/4,Others,20000,00:00 (00:00),,,913,"7,702",0,0,0,0,0,0,0,0.0,0,0,0.0
575,Undertale,2015/9/15,Rpg,3418000,01:11 (01:13),96%,"117,999",912,"10,484",1269420,120420,1690,56,631,293,27,10.54,1592,30690,15.29147982
576,Phoenix Wright: Ace Attorney Trilogy,2019/4/9,Adventure,263000,08:36 (05:43),97%,"6,941",911,"3,611",0,0,0,0,0,0,0,0.0,0,0,0.0
577,Baldur's Gate: Enhanced Edition,2013/1/16,Rpg,1158000,01:54 (00:38),90%,"7,482",910,"3,756",0,0,0,0,0,0,0,0.0,0,0,0.0
578,Danganronpa: Trigger Happy Havoc,2016/2/18,Adventure,548000,00:00 (00:00),97%,"12,385",910,"3,392",0,0,0,0,0,0,0,0.0,0,0,0.0
579,Existence speed,2016/10/21,Others,28000,00:00 (00:00),41%,17,908,"3,278",0,0,0,0,0,0,0,0.0,0,0,0.0
580,Get'em Gary,2017/3/11,Action,50000,00:00 (00:00),80%,15,905,"3,305",0,0,0,0,0,0,0,0.0,0,0,0.0
581,Mafia III: Definitive Edition,2020/5/19,Action,1116000,02:58 (01:58),54%,"19,825",905,"47,822",0,0,0,0,0,0,0,0.0,0,0,0.0
582,Supreme Commander: Forged Alliance,2011/9/28,Strategy,975000,00:00 (00:00),96%,"5,196",901,"1,330",0,0,0,0,0,0,0,0.0,0,0,0.0
583,Worms W.M.D,2016/8/23,Strategy,665000,02:06 (01:23),82%,"3,582",900,"4,767",0,0,0,0,0,0,0,0.0,0,0,0.0
584,Stronghold Crusader 2,2014/9/22,Strategy,1152000,00:00 (00:00),68%,"6,446",894,"5,763",0,0,0,0,0,0,0,0.0,0,0,0.0
585,Resident Evil 6,2013/3/22,Action,1463000,02:13 (02:50),79%,"18,891",884,"11,879",0,0,0,0,0,0,0,0.0,0,0,0.0
587,Heroes of Hammerwatch,2018/3/1,Rpg,447000,00:00 (00:00),87%,"3,756",875,"2,662",553020,16020,3145,14,60,128,3,34.52,26,2260,8.464419476
589,Cuisine Royale,2019/12/12,Action,3427000,01:27 (00:39),81%,"27,488",870,"12,266",0,0,0,0,0,0,0,0.0,0,0,0.0
590,Ravenfield,2017/5/18,Action,1075000,02:55 (03:22),96%,"27,295",869,"3,939",0,0,0,0,0,0,0,0.0,0,0,0.0
592,Desperados III,2020/6/16,Strategy,123000,00:00 (00:00),96%,"2,894",866,"6,057",382860,5760,4927,8,31,88,1,66.47,77,9035,94.11458333
593,SpeedRunners,2016/4/19,Action,2203000,01:18 (00:51),94%,"16,630",861,"17,212",1265160,16920,16859,13,146,292,3,74.77,378,11597,41.12411348
594,"Warhammer 40,000: Inquisitor - Martyr",2018/6/5,Rpg,419000,00:00 (00:00),71%,"8,844",859,"9,698",0,0,0,0,0,0,0,0.0,0,0,0.0
595,Ultimate General: Civil War,2017/7/14,Strategy,408000,00:00 (00:00),88%,"4,679",856,"1,678",0,0,0,0,0,0,0,0.0,0,0,0.0
596,In Silence,2020/10/16,Action,26000,00:00 (00:00),84%,"1,465",855,"2,396",1300500,130920,4566,85,998,301,30,9.93,1401,25417,11.64848763
597,Sins of a Solar Empire: Rebellion,2012/6/12,Strategy,2362000,02:53 (00:57),93%,"7,607",851,"93,109",0,0,0,0,0,0,0,0.0,0,0,0.0
599,Quake Champions,2017/8/22,Action,2010000,00:00 (00:00),71%,"30,429",850,"17,476",1843620,51660,3329,25,216,426,11,35.69,373,33262,38.63182346
600,Stronghold Kingdoms,2012/2/27,Strategy,1504000,01:57 (00:39),65%,"8,166",850,"8,616",0,0,0,0,0,0,0,0.0,0,0,0.0
601,Unfortunate Spacemen,2020/6/12,Strategy,181000,01:21 (00:27),83%,"2,791",846,"11,823",0,0,0,0,0,0,0,0.0,0,0,0.0
602,Rising,2017/1/14,Action,35000,00:00 (00:00),,,845,"5,271",0,0,0,0,0,0,0,0.0,0,0,0.0
603,DJMAX RESPECT V,2020/3/11,Action,400000,02:46 (02:27),85%,"7,905",840,"2,895",0,0,0,0,0,0,0,0.0,0,0,0.0
